-2.450	-2.450	0.000	20.51383972
-2.350	-2.450	0.000	21.71590233
-2.250	-2.450	0.000	19.60113907
-2.150	-2.450	0.000	20.07542419
-2.050	-2.450	0.000	20.33230209
-1.950	-2.450	0.000	20.93463135
-1.850	-2.450	0.000	21.25111771
-1.750	-2.450	0.000	21.31985283
-1.650	-2.450	0.000	21.24710846
-1.550	-2.450	0.000	20.86185646
-1.450	-2.450	0.000	20.59905815
-1.350	-2.450	0.000	20.35534668
-1.250	-2.450	0.000	20.14784622
-1.150	-2.450	0.000	19.81382751
-1.050	-2.450	0.000	19.49186516
-0.950	-2.450	0.000	19.14828491
-0.850	-2.450	0.000	18.86278725
-0.750	-2.450	0.000	18.63135529
-0.650	-2.450	0.000	18.49351501
-0.550	-2.450	0.000	18.24053383
-0.450	-2.450	0.000	17.98146820
-0.350	-2.450	0.000	17.65667343
-0.250	-2.450	0.000	17.46372414
-0.150	-2.450	0.000	17.28425407
-0.050	-2.450	0.000	17.19372177
0.050	-2.450	0.000	17.08993530
0.150	-2.450	0.000	17.00904465
0.250	-2.450	0.000	17.00681686
0.350	-2.450	0.000	17.04527855
0.450	-2.450	0.000	17.09963799
0.550	-2.450	0.000	17.13444710
0.650	-2.450	0.000	17.15407562
0.750	-2.450	0.000	17.06691360
0.850	-2.450	0.000	16.92256546
0.950	-2.450	0.000	16.69741821
1.050	-2.450	0.000	16.52190018
1.150	-2.450	0.000	16.49895859
1.250	-2.450	0.000	16.44526482
1.350	-2.450	0.000	16.54375076
1.450	-2.450	0.000	16.82480240
1.550	-2.450	0.000	17.06238365
1.650	-2.450	0.000	17.23191833
1.750	-2.450	0.000	16.90542221
1.850	-2.450	0.000	16.73601913
1.950	-2.450	0.000	16.34413147
2.050	-2.450	0.000	16.31922150
2.150	-2.450	0.000	16.33312988
2.250	-2.450	0.000	16.28905869
2.350	-2.450	0.000	16.25257492
2.450	-2.450	0.000	16.75851440
-2.450	-2.350	0.000	20.29878998
-2.350	-2.350	0.000	20.97994232
-2.250	-2.350	0.000	19.18398857
-2.150	-2.350	0.000	19.77177048
-2.050	-2.350	0.000	20.01850891
-1.950	-2.350	0.000	20.75620079
-1.850	-2.350	0.000	21.18231964
-1.750	-2.350	0.000	21.11537552
-1.650	-2.350	0.000	21.02379036
-1.550	-2.350	0.000	20.72087288
-1.450	-2.350	0.000	20.52117157
-1.350	-2.350	0.000	20.27442551
-1.250	-2.350	0.000	20.04971695
-1.150	-2.350	0.000	19.69417381
-1.050	-2.350	0.000	19.36064529
-0.950	-2.350	0.000	19.01791191
