-2.450	-2.450	0.000	-0.15488599
-2.350	-2.450	0.000	-0.15248740
-2.250	-2.450	0.000	-0.15016341
-2.150	-2.450	0.000	-0.14591591
-2.050	-2.450	0.000	-0.14398305
-1.950	-2.450	0.000	-0.14228047
-1.850	-2.450	0.000	-0.13918650
-1.750	-2.450	0.000	-0.13835166
-1.650	-2.450	0.000	-0.13694908
-1.550	-2.450	0.000	-0.13561420
-1.450	-2.450	0.000	-0.13251771
-1.350	-2.450	0.000	-0.13243456
-1.250	-2.450	0.000	-0.13117635
-1.150	-2.450	0.000	-0.13073790
-1.050	-2.450	0.000	-0.12826124
-0.950	-2.450	0.000	-0.12727094
-0.850	-2.450	0.000	-0.12276845
-0.750	-2.450	0.000	-0.12021053
-0.650	-2.450	0.000	-0.11828797
-0.550	-2.450	0.000	-0.11571083
-0.450	-2.450	0.000	-0.11694667
-0.350	-2.450	0.000	-0.11768726
-0.250	-2.450	0.000	-0.11953860
-0.150	-2.450	0.000	-0.12065226
-0.050	-2.450	0.000	-0.12179646
0.050	-2.450	0.000	-0.12071218
0.150	-2.450	0.000	-0.11649682
0.250	-2.450	0.000	-0.10305335
0.350	-2.450	0.000	-0.08096167
0.450	-2.450	0.000	-0.05174600
0.550	-2.450	0.000	-0.02393545
0.650	-2.450	0.000	-0.00186360
0.750	-2.450	0.000	0.00309368
0.850	-2.450	0.000	-0.00207049
0.950	-2.450	0.000	-0.01201732
1.050	-2.450	0.000	-0.01896293
1.150	-2.450	0.000	-0.02907106
1.250	-2.450	0.000	-0.04450346
1.350	-2.450	0.000	-0.05495116
1.450	-2.450	0.000	-0.05733068
1.550	-2.450	0.000	-0.06115618
1.650	-2.450	0.000	-0.06054438
1.750	-2.450	0.000	-0.06066324
1.850	-2.450	0.000	-0.06168148
1.950	-2.450	0.000	-0.05907520
2.050	-2.450	0.000	-0.06277649
2.150	-2.450	0.000	-0.06136838
2.250	-2.450	0.000	-0.06361832
2.350	-2.450	0.000	-0.06588198
2.450	-2.450	0.000	-0.07120430
-2.450	-2.350	0.000	-0.14562674
-2.350	-2.350	0.000	-0.14377347
-2.250	-2.350	0.000	-0.14153238
-2.150	-2.350	0.000	-0.13838258
-2.050	-2.350	0.000	-0.13660003
-1.950	-2.350	0.000	-0.13586670
-1.850	-2.350	0.000	-0.13227002
-1.750	-2.350	0.000	-0.13187115
-1.650	-2.350	0.000	-0.12965693
-1.550	-2.350	0.000	-0.12809952
-1.450	-2.350	0.000	-0.12461740
-1.350	-2.350	0.000	-0.12392163
-1.250	-2.350	0.000	-0.12358664
-1.150	-2.350	0.000	-0.12273750
-1.050	-2.350	0.000	-0.12094395
-0.950	-2.350	0.000	-0.12000136
-0.850	-2.350	0.000	-0.11547051
-0.750	-2.350	0.000	-0.11288668
-0.650	-2.350	0.000	-0.11223161
