-2.450	-2.450	0.000	1.01261842
-2.350	-2.450	0.000	1.01206303
-2.250	-2.450	0.000	1.01148856
-2.150	-2.450	0.000	1.01094949
-2.050	-2.450	0.000	1.01048017
-1.950	-2.450	0.000	1.01050591
-1.850	-2.450	0.000	1.01032758
-1.750	-2.450	0.000	1.01116848
-1.650	-2.450	0.000	1.01094127
-1.550	-2.450	0.000	1.01185083
-1.450	-2.450	0.000	1.01213944
-1.350	-2.450	0.000	1.01237369
-1.250	-2.450	0.000	1.01233006
-1.150	-2.450	0.000	1.01396084
-1.050	-2.450	0.000	1.01310682
-0.950	-2.450	0.000	1.01379001
-0.850	-2.450	0.000	1.01270354
-0.750	-2.450	0.000	1.01147521
-0.650	-2.450	0.000	1.00898349
-0.550	-2.450	0.000	1.00720394
-0.450	-2.450	0.000	1.00609064
-0.350	-2.450	0.000	1.00520229
-0.250	-2.450	0.000	1.00504088
-0.150	-2.450	0.000	1.00469208
-0.050	-2.450	0.000	1.00415754
0.050	-2.450	0.000	1.00377643
0.150	-2.450	0.000	1.00392771
0.250	-2.450	0.000	1.00422776
0.350	-2.450	0.000	1.00381124
0.450	-2.450	0.000	1.00303960
0.550	-2.450	0.000	1.00321186
0.650	-2.450	0.000	1.00490737
0.750	-2.450	0.000	1.00649428
0.850	-2.450	0.000	1.00411034
0.950	-2.450	0.000	1.00028622
1.050	-2.450	0.000	1.00169778
1.150	-2.450	0.000	1.00435936
1.250	-2.450	0.000	1.00555456
1.350	-2.450	0.000	1.00539875
1.450	-2.450	0.000	1.00499439
1.550	-2.450	0.000	1.00418091
1.650	-2.450	0.000	1.00334322
1.750	-2.450	0.000	1.00306880
1.850	-2.450	0.000	1.00274956
1.950	-2.450	0.000	1.00281560
2.050	-2.450	0.000	1.00342119
2.150	-2.450	0.000	1.00370491
2.250	-2.450	0.000	1.00534415
2.350	-2.450	0.000	1.00584412
2.450	-2.450	0.000	1.00920904
-2.450	-2.350	0.000	1.01321256
-2.350	-2.350	0.000	1.01248813
-2.250	-2.350	0.000	1.01191628
-2.150	-2.350	0.000	1.01130176
-2.050	-2.350	0.000	1.01078415
-1.950	-2.350	0.000	1.01069868
-1.850	-2.350	0.000	1.01047075
-1.750	-2.350	0.000	1.01129580
-1.650	-2.350	0.000	1.01108778
-1.550	-2.350	0.000	1.01207960
-1.450	-2.350	0.000	1.01262808
-1.350	-2.350	0.000	1.01304901
-1.250	-2.350	0.000	1.01312721
-1.150	-2.350	0.000	1.01501417
