-2.450	-2.450	0.000	-0.02089058
-2.350	-2.450	0.000	-0.02098277
-2.250	-2.450	0.000	-0.02178891
-2.150	-2.450	0.000	-0.02188803
-2.050	-2.450	0.000	-0.02199687
-1.950	-2.450	0.000	-0.02150348
-1.850	-2.450	0.000	-0.02134691
-1.750	-2.450	0.000	-0.02111149
-1.650	-2.450	0.000	-0.02086093
-1.550	-2.450	0.000	-0.02075641
-1.450	-2.450	0.000	-0.02059407
-1.350	-2.450	0.000	-0.02030353
-1.250	-2.450	0.000	-0.01995705
-1.150	-2.450	0.000	-0.02035895
-1.050	-2.450	0.000	-0.02002811
-0.950	-2.450	0.000	-0.02012045
-0.850	-2.450	0.000	-0.01973771
-0.750	-2.450	0.000	-0.01991053
-0.650	-2.450	0.000	-0.01951220
-0.550	-2.450	0.000	-0.01946842
-0.450	-2.450	0.000	-0.01909914
-0.350	-2.450	0.000	-0.01888205
-0.250	-2.450	0.000	-0.01859698
-0.150	-2.450	0.000	-0.01852002
-0.050	-2.450	0.000	-0.01815623
0.050	-2.450	0.000	-0.01795215
0.150	-2.450	0.000	-0.01763117
0.250	-2.450	0.000	-0.01745859
0.350	-2.450	0.000	-0.01699945
0.450	-2.450	0.000	-0.01690806
0.550	-2.450	0.000	-0.01643476
0.650	-2.450	0.000	-0.01642300
0.750	-2.450	0.000	-0.01623747
0.850	-2.450	0.000	-0.01600506
0.950	-2.450	0.000	-0.01576637
1.050	-2.450	0.000	-0.01563573
1.150	-2.450	0.000	-0.01570372
1.250	-2.450	0.000	-0.01577281
1.350	-2.450	0.000	-0.01578314
1.450	-2.450	0.000	-0.01585017
1.550	-2.450	0.000	-0.01567812
1.650	-2.450	0.000	-0.01585587
1.750	-2.450	0.000	-0.01564297
1.850	-2.450	0.000	-0.01607319
1.950	-2.450	0.000	-0.01574835
2.050	-2.450	0.000	-0.01586512
2.150	-2.450	0.000	-0.01577238
2.250	-2.450	0.000	-0.01548696
2.350	-2.450	0.000	-0.01533500
2.450	-2.450	0.000	-0.01522546
-2.450	-2.350	0.000	-0.02082104
-2.350	-2.350	0.000	-0.02092048
-2.250	-2.350	0.000	-0.02172103
-2.150	-2.350	0.000	-0.02183505
-2.050	-2.350	0.000	-0.02194103
-1.950	-2.350	0.000	-0.02145695
-1.850	-2.350	0.000	-0.02130763
-1.750	-2.350	0.000	-0.02106401
-1.650	-2.350	0.000	-0.02081701
-1.550	-2.350	0.000	-0.02068908
-1.450	-2.350	0.000	-0.02050606
-1.350	-2.350	0.000	-0.02022016
-1.250	-2.350	0.000	-0.01985480
