    2    2    2         -0.358455
    2    3    2         -0.521066
    2    4    2          -0.76113
    2    5    2          -1.13113
    2    6    2          -1.67397
    2    7    2          -2.43344
    2    8    2          -3.44553
    2    9    2           -4.6972
    2   10    2          -6.16854
    2   11    2          -7.75343
    2   12    2          -9.33808
    2   13    2          -10.7848
    2   14    2          -11.9724
    2   15    2          -12.8195
    2   16    2          -13.3007
    2   17    2          -13.4506
    2   18    2          -13.3387
    2   19    2          -13.0578
    2   20    2          -12.6819
    2   21    2          -12.2505
    2   22    2          -11.7654
    2   23    2          -11.1945
    2   24    2          -10.4944
    2   25    2          -9.63363
    2   26    2          -8.60917
    2   27    2          -7.45347
    2   28    2          -6.23198
    2   29    2          -5.02074
    2   30    2          -3.90806
    2   31    2           -2.9593
    2   32    2           -2.2275
    2   33    2          -1.74498
    2   34    2          -1.52921
    2   35    2          -1.58834
    2   36    2          -1.92468
    2   37    2          -2.53347
    2   38    2          -3.40061
    2   39    2          -4.49252
    2   40    2          -5.75748
    2   41    2          -7.11158
    2   42    2          -8.45713
    2   43    2          -9.68555
    2   44    2          -10.6982
    2   45    2          -11.4231
    2   46    2          -11.8274
    2   47    2          -11.9237
    2   48    2          -11.7633
    2   49    2          -11.4233
    2   50    2          -10.9879
    2   51    2          -10.5294
    2   52    2          -10.0949
    2   53    2          -9.70091
    2   54    2          -9.33646
    2   55    2          -8.97276
    2   56    2          -8.58104
    2   57    2          -8.14117
    2   58    2          -7.66035
    2   59    2          -7.17093
    2   60    2          -6.72817
    2   61    2          -6.39845
    2   62    2          -6.23494
    2   63    2          -6.27314
    2   64    2          -6.50137
    2   65    2           -6.8739
    2   66    2          -7.31165
    2   67    2          -7.72269
    2   68    2          -8.02415
    2   69    2          -8.15902
    2   70    2          -8.11574
    2   71    2          -7.89586
    2   72    2          -7.56573
    2   73    2          -7.16101
    2   74    2          -6.73765
    2   75    2          -6.32052
    2   76    2          -5.92049
    2   77    2          -5.53804
    2   78    2          -5.17507
    2   79    2          -4.83313
    2   80    2          -4.51976
    2   81    2          -4.24454
    2   82    2          -4.02671
    2   83    2          -3.86496
    2   84    2          -3.76239
    2   85    2          -3.70363
    2   86    2          -3.67037
    2   87    2          -3.64658
    2   88    2           -3.6272
    2   89    2          -3.62338
    2   90    2          -3.65993
    2   91    2          -3.77434
    2   92    2          -3.99488
    2   93    2          -4.33981
    2   94    2          -4.79827
    2   95    2          -5.33198
    2   96    2          -5.87785
    2   97    2          -6.36466
    2   98    2          -6.72173
    2   99    2          -6.91263
    2  100    2           -6.9048
    2  101    2          -6.73275
    3    2    2         -0.923975
    3    3    2          -1.29182
    3    4    2           -1.8016
    3    5    2          -2.55354
    3    6    2          -3.62297
    3    7    2          -5.09319
    3    8    2          -7.02742
    3    9    2          -9.40414
    3   10    2          -12.1844
    3   11    2          -15.1691
    3   12    2          -18.1545
    3   13    2          -20.8789
    3   14    2          -23.1154
    3   15    2          -24.7109
    3   16    2          -25.6173
    3   17    2          -25.8921
    3   18    2          -25.6758
    3   19    2          -25.1207
    3   20    2          -24.3772
    3   21    2          -23.5062
    3   22    2          -22.5169
    3   23    2          -21.3473
    3   24    2          -19.9221
    3   25    2          -18.1891
    3   26    2          -16.1501
    3   27    2          -13.8724
    3   28    2          -11.4807
    3   29    2          -9.11864
    3   30    2          -6.94442
    3   31    2          -5.07637
    3   32    2          -3.60795
    3   33    2          -2.59886
    3   34    2          -2.08892
    3   35    2          -2.10478
    3   36    2          -2.66749
    3   37    2          -3.78526
    3   38    2          -5.44602
    3   39    2          -7.59919
    3   40    2          -10.1369
    3   41    2            -12.91
    3   42    2          -15.7024
    3   43    2          -18.2977
    3   44    2          -20.4832
    3   45    2          -22.1005
    3   46    2          -23.0679
    3   47    2          -23.3935
    3   48    2          -23.1657
    3   49    2          -22.5281
    3   50    2          -21.6441
    3   51    2          -20.6604
    3   52    2          -19.6797
    3   53    2          -18.7481
    3   54    2          -17.8594
    3   55    2          -16.9718
    3   56    2           -16.041
    3   57    2           -15.035
    3   58    2          -13.9707
    3   59    2          -12.9101
    3   60    2          -11.9578
    3   61    2          -11.2423
    3   62    2          -10.8615
    3   63    2          -10.9047
    3   64    2          -11.3387
    3   65    2          -12.1001
    3   66    2          -13.0381
    3   67    2          -13.9801
    3   68    2          -14.7621
    3   69    2          -15.2633
    3   70    2          -15.4369
    3   71    2           -15.276
    3   72    2          -14.8653
    3   73    2           -14.266
    3   74    2          -13.5603
    3   75    2          -12.7864
    3   76    2          -11.9604
    3   77    2           -11.081
    3   78    2          -10.1532
    3   79    2          -9.19182
    3   80    2          -8.23094
    3   81    2          -7.31746
    3   82    2          -6.52196
    3   83    2          -5.87373
    3   84    2          -5.40916
    3   85    2          -5.11878
    3   86    2          -4.97849
    3   87    2          -4.95728
    3   88    2          -5.03485
    3   89    2          -5.21459
    3   90    2          -5.51856
    3   91    2          -5.99794
    3   92    2          -6.67511
    3   93    2          -7.56672
    3   94    2           -8.6326
    3   95    2          -9.78856
    3   96    2          -10.9114
    3   97    2          -11.8627
    3   98    2          -12.5276
    3   99    2          -12.8211
    3  100    2          -12.7241
    3  101    2          -12.2912
    4    2    2          -1.41749
    4    3    2           -1.8893
    4    4    2          -2.47292
    4    5    2          -3.25635
    4    6    2          -4.28731
    4    7    2          -5.63477
    4    8    2          -7.34467
    4    9    2          -9.40936
    4   10    2          -11.7922
    4   11    2          -14.3303
    4   12    2          -16.8664
    4   13    2          -19.1767
    4   14    2          -21.0696
    4   15    2          -22.4119
    4   16    2          -23.1589
    4   17    2          -23.3495
    4   18    2          -23.1065
    4   19    2          -22.5426
    4   20    2          -21.7896
    4   21    2          -20.8925
    4   22    2          -19.8661
    4   23    2          -18.6601
    4   24    2          -17.2236
    4   25    2          -15.5247
    4   26    2          -13.5784
    4   27    2          -11.4509
    4   28    2          -9.24951
    4   29    2          -7.09372
    4   30    2           -5.1025
    4   31    2          -3.36544
    4   32    2          -1.95078
    4   33    2         -0.907644
    4   34    2         -0.282306
    4   35    2         -0.123173
    4   36    2         -0.481124
    4   37    2          -1.40157
    4   38    2          -2.90582
    4   39    2          -4.97498
    4   40    2          -7.51171
    4   41    2          -10.3885
    4   42    2          -13.3688
    4   43    2          -16.2305
    4   44    2          -18.7319
    4   45    2          -20.6834
    4   46    2          -21.9689
    4   47    2          -22.5606
    4   48    2          -22.5188
    4   49    2          -21.9642
    4   50    2           -21.051
    4   51    2          -19.9297
    4   52    2          -18.7193
    4   53    2          -17.4931
    4   54    2          -16.2777
    4   55    2          -15.0662
    4   56    2          -13.8395
    4   57    2          -12.5869
    4   58    2           -11.327
    4   59    2          -10.1145
    4   60    2          -9.03832
    4   61    2          -8.20904
    4   62    2          -7.71843
    4   63    2          -7.65661
    4   64    2          -8.01371
    4   65    2          -8.75705
    4   66    2          -9.77195
    4   67    2          -10.9148
    4   68    2          -12.0332
    4   69    2          -12.9974
    4   70    2           -13.714
    4   71    2          -14.1523
    4   72    2          -14.2929
    4   73    2          -14.1658
    4   74    2          -13.7769
    4   75    2            -13.14
    4   76    2          -12.2569
    4   77    2          -11.1261
    4   78    2          -9.75748
    4   79    2          -8.20638
    4   80    2          -6.55492
    4   81    2          -4.90756
    4   82    2          -3.39191
    4   83    2          -2.10417
    4   84    2          -1.13028
    4   85    2         -0.504267
    4   86    2          -0.22407
    4   87    2         -0.259155
    4   88    2          -0.56633
    4   89    2          -1.11106
    4   90    2          -1.85709
    4   91    2          -2.80592
    4   92    2           -3.9183
    4   93    2          -5.17238
    4   94    2          -6.49881
    4   95    2          -7.79996
    4   96    2          -8.95986
    4   97    2          -9.84743
    4   98    2           -10.397
    4   99    2          -10.5119
    4  100    2          -10.2507
    4  101    2          -9.65674
    5    2    2          -2.02022
    5    3    2          -2.61434
    5    4    2          -3.27888
    5    5    2          -4.08219
    5    6    2          -5.03162
    5    7    2          -6.16209
    5    8    2          -7.50903
    5    9    2          -9.06408
    5   10    2          -10.8209
    5   11    2          -12.6625
    5   12    2          -14.4864
    5   13    2          -16.1358
    5   14    2          -17.4728
    5   15    2          -18.3976
    5   16    2          -18.8704
    5   17    2           -18.916
    5   18    2          -18.6065
    5   19    2          -18.0345
    5   20    2          -17.2805
    5   21    2          -16.3892
    5   22    2           -15.376
    5   23    2           -14.217
    5   24    2          -12.8912
    5   25    2           -11.391
    5   26    2           -9.7399
    5   27    2          -7.99304
    5   28    2          -6.22564
    5   29    2          -4.51743
    5   30    2          -2.93556
    5   31    2          -1.53125
    5   32    2         -0.341573
    5   33    2           0.59438
    5   34    2           1.22522
    5   35    2           1.48545
    5   36    2           1.29823
    5   37    2          0.583208
    5   38    2         -0.712066
    5   39    2          -2.59723
    5   40    2          -5.01198
    5   41    2          -7.82446
    5   42    2          -10.8312
    5   43    2          -13.7943
    5   44    2          -16.4707
    5   45    2          -18.6505
    5   46    2          -20.1893
    5   47    2          -21.0246
    5   48    2          -21.1798
    5   49    2          -20.7438
    5   50    2          -19.8495
    5   51    2          -18.6407
    5   52    2          -17.2473
    5   53    2          -15.7685
    5   54    2          -14.2671
    5   55    2          -12.7763
    5   56    2          -11.3056
    5   57    2          -9.86889
    5   58    2           -8.4813
    5   59    2          -7.18271
    5   60    2          -6.03362
    5   61    2          -5.11154
    5   62    2          -4.50308
    5   63    2          -4.26595
    5   64    2          -4.45971
    5   65    2          -5.05754
    5   66    2          -6.01911
    5   67    2          -7.24465
    5   68    2          -8.61204
    5   69    2           -9.9917
    5   70    2           -11.254
    5   71    2          -12.3165
    5   72    2          -13.0713
    5   73    2          -13.4795
    5   74    2          -13.4852
    5   75    2          -13.0546
    5   76    2           -12.157
    5   77    2          -10.7986
    5   78    2          -9.02859
    5   79    2          -6.92757
    5   80    2          -4.62778
    5   81    2          -2.29717
    5   82    2         -0.102786
    5   83    2            1.7746
    5   84    2            3.2206
    5   85    2           4.15446
    5   86    2           4.56017
    5   87    2           4.47014
    5   88    2           3.95245
    5   89    2            3.0827
    5   90    2           1.95655
    5   91    2          0.628916
    5   92    2         -0.807413
    5   93    2          -2.29075
    5   94    2          -3.73197
    5   95    2          -5.03378
    5   96    2           -6.0983
    5   97    2          -6.83548
    5   98    2          -7.19207
    5   99    2          -7.14233
    5  100    2           -6.7454
    5  101    2          -6.07625
    6    2    2          -2.63905
    6    3    2           -3.3416
    6    4    2          -4.06198
    6    5    2          -4.84209
    6    6    2          -5.64178
    6    7    2          -6.46886
    6    8    2          -7.32931
    6    9    2          -8.22937
    6   10    2          -9.17453
    6   11    2          -10.1285
    6   12    2           -11.053
    6   13    2          -11.8771
    6   14    2          -12.5304
    6   15    2           -12.953
    6   16    2          -13.1103
    6   17    2          -12.9985
    6   18    2           -12.637
    6   19    2          -12.0704
    6   20    2          -11.3325
    6   21    2           -10.465
    6   22    2          -9.48918
    6   23    2          -8.42359
    6   24    2          -7.28684
    6   25    2          -6.10309
    6   26    2          -4.90475
    6   27    2          -3.72866
    6   28    2          -2.60581
    6   29    2          -1.56305
    6   30    2         -0.602304
    6   31    2          0.269733
    6   32    2           1.04933
    6   33    2           1.72411
    6   34    2           2.23722
    6   35    2           2.50444
    6   36    2             2.427
    6   37    2           1.89857
    6   38    2          0.840306
    6   39    2         -0.782279
    6   40    2          -2.94139
    6   41    2          -5.50799
    6   42    2          -8.34185
    6   43    2          -11.1992
    6   44    2          -13.8568
    6   45    2          -16.0985
    6   46    2          -17.7635
    6   47    2          -18.7599
    6   48    2          -19.0727
    6   49    2          -18.7539
    6   50    2          -17.9065
    6   51    2          -16.6597
    6   52    2          -15.1475
    6   53    2          -13.4911
    6   54    2          -11.7872
    6   55    2          -10.1079
    6   56    2          -8.49229
    6   57    2          -6.97178
    6   58    2          -5.55386
    6   59    2          -4.25308
    6   60    2          -3.09116
    6   61    2          -2.10539
    6   62    2          -1.35687
    6   63    2         -0.895612
    6   64    2          -0.82375
    6   65    2          -1.15284
    6   66    2          -1.92697
    6   67    2          -3.10934
    6   68    2          -4.62463
    6   69    2          -6.35323
    6   70    2          -8.13767
    6   71    2          -9.82841
    6   72    2          -11.2312
    6   73    2          -12.2264
    6   74    2          -12.6719
    6   75    2          -12.4871
    6   76    2          -11.6338
    6   77    2          -10.1223
    6   78    2          -8.01972
    6   79    2          -5.45575
    6   80    2          -2.60866
    6   81    2          0.296029
    6   82    2           3.05882
    6   83    2           5.42707
    6   84    2           7.26898
    6   85    2            8.4617
    6   86    2           8.97806
    6   87    2           8.85271
    6   88    2           8.17673
    6   89    2           7.06681
    6   90    2           5.66816
    6   91    2           4.09613
    6   92    2           2.48395
    6   93    2          0.931126
    6   94    2         -0.464801
    6   95    2          -1.62276
    6   96    2          -2.47019
    6   97    2          -2.98091
    6   98    2          -3.10898
    6   99    2          -2.91055
    6  100    2          -2.44341
    6  101    2          -1.79584
    7    2    2           -3.1956
    7    3    2          -3.96729
    7    4    2          -4.69799
    7    5    2          -5.40116
    7    6    2          -5.99554
    7    7    2          -6.45328
    7    8    2          -6.76056
    7    9    2           -6.9398
    7   10    2          -7.01893
    7   11    2          -7.04247
    7   12    2          -7.04316
    7   13    2          -7.04185
    7   14    2          -7.03729
    7   15    2          -7.00706
    7   16    2          -6.91337
    7   17    2          -6.71232
    7   18    2          -6.36117
    7   19    2           -5.8404
    7   20    2          -5.14243
    7   21    2          -4.29777
    7   22    2          -3.35117
    7   23    2          -2.37104
    7   24    2          -1.42909
    7   25    2         -0.590197
    7   26    2          0.100425
    7   27    2          0.625479
    7   28    2           1.00312
    7   29    2           1.26292
    7   30    2            1.4734
    7   31    2           1.68493
    7   32    2           1.93575
    7   33    2           2.21307
    7   34    2           2.47588
    7   35    2           2.63679
    7   36    2           2.58204
    7   37    2           2.19123
    7   38    2           1.36802
    7   39    2         0.0588351
    7   40    2          -1.73486
    7   41    2          -3.92665
    7   42    2          -6.40132
    7   43    2           -8.9334
    7   44    2          -11.3532
    7   45    2          -13.4497
    7   46    2          -15.0618
    7   47    2          -16.0802
    7   48    2          -16.4589
    7   49    2          -16.2153
    7   50    2          -15.4198
    7   51    2          -14.1828
    7   52    2          -12.6355
    7   53    2          -10.9133
    7   54    2          -9.13988
    7   55    2          -7.41312
    7   56    2          -5.80073
    7   57    2           -4.3332
    7   58    2          -3.01079
    7   59    2          -1.81028
    7   60    2         -0.705738
    7   61    2          0.310197
    7   62    2           1.21037
    7   63    2           1.92927
    7   64    2           2.36086
    7   65    2           2.39231
    7   66    2           1.92373
    7   67    2          0.904715
    7   68    2         -0.642923
    7   69    2          -2.61749
    7   70    2           -4.8414
    7   71    2          -7.09458
    7   72    2          -9.10689
    7   73    2          -10.6627
    7   74    2          -11.5486
    7   75    2          -11.6352
    7   76    2           -10.868
    7   77    2           -9.2668
    7   78    2          -6.93437
    7   79    2          -4.03847
    7   80    2         -0.799692
    7   81    2           2.52078
    7   82    2           5.67976
    7   83    2           8.40191
    7   84    2           10.5292
    7   85    2           11.9164
    7   86    2           12.5289
    7   87    2           12.4035
    7   88    2           11.6485
    7   89    2           10.4145
    7   90    2            8.8831
    7   91    2           7.22197
    7   92    2           5.59396
    7   93    2            4.1237
    7   94    2           2.90683
    7   95    2           2.00061
    7   96    2           1.43945
    7   97    2           1.19728
    7   98    2           1.27125
    7   99    2           1.57783
    7  100    2           2.03308
    7  101    2           2.56086
    8    2    2          -3.63081
    8    3    2          -4.40994
    8    4    2          -5.08792
