-5 -5 0 -0.00373031
-5 -4.9 0 -0.00405552
-5 -4.8 0 -0.00432134
-5 -4.7 0 -0.00471844
-5 -4.6 0 -0.00492392
-5 -4.5 0 -0.00503427
-5 -4.4 0 -0.00503429
-5 -4.3 0 -0.00496614
-5 -4.2 0 -0.00444028
-5 -4.1 0 -0.00374631
-5 -4 0 -0.00186389
-5 -3.9 0 -0.00211293
-5 -3.8 0 -0.00238794
-5 -3.7 0 -0.00269027
-5 -3.6 0 -0.00302166
-5 -3.5 0 -0.0033832
-5 -3.4 0 -0.00377618
-5 -3.3 0 -0.00420184
-5 -3.2 0 -0.00466055
-5 -3.1 0 -0.00515322
-5 -3 0 -0.00568009
-5 -2.9 0 -0.00624096
-5 -2.8 0 -0.00683547
-5 -2.7 0 -0.00746313
-5 -2.6 0 -0.00812238
-5 -2.5 0 -0.008812
-5 -2.4 0 -0.00952978
-5 -2.3 0 -0.010273
-5 -2.2 0 -0.0110393
-5 -2.1 0 -0.0118249
-5 -2 0 -0.0126258
-5 -1.9 0 -0.0134384
-5 -1.8 0 -0.0142573
-5 -1.7 0 -0.0150779
-5 -1.6 0 -0.0158953
-5 -1.5 0 -0.016703
-5 -1.4 0 -0.0174961
-5 -1.3 0 -0.018268
-5 -1.2 0 -0.0190131
-5 -1.1 0 -0.0197257
-5 -1 0 -0.0203999
-5 -0.9 0 -0.0210294
-5 -0.8 0 -0.0216086
-5 -0.7 0 -0.0221335
-5 -0.6 0 -0.0225989
-5 -0.5 0 -0.0229995
-5 -0.4 0 -0.0233333
-5 -0.3 0 -0.0235964
-5 -0.2 0 -0.0237857
-5 -0.1 0 -0.0239
-5 -0 0 -0.0239381
-5 0.1 0 -0.0238997
-5 0.2 0 -0.0237859
-5 0.3 0 -0.0235959
-5 0.4 0 -0.0233333
-5 0.5 0 -0.023
-5 0.6 0 -0.0225986
-5 0.7 0 -0.0221336
-5 0.8 0 -0.0216089
-5 0.9 0 -0.0210291
-5 1 0 -0.0203998
-5 1.1 0 -0.0197259
-5 1.2 0 -0.0190129
-5 1.3 0 -0.0182685
-5 1.4 0 -0.0174958
-5 1.5 0 -0.0167028
-5 1.6 0 -0.0158951
-5 1.7 0 -0.0150781
-5 1.8 0 -0.0142573
-5 1.9 0 -0.0134384
-5 2 0 -0.0126258
-5 2.1 0 -0.011825
-5 2.2 0 -0.0110392
-5 2.3 0 -0.0102731
-5 2.4 0 -0.00952989
-5 2.5 0 -0.00881207
-5 2.6 0 -0.00812243
-5 2.7 0 -0.00746315
-5 2.8 0 -0.00683559
-5 2.9 0 -0.0062409
-5 3 0 -0.00567999
-5 3.1 0 -0.00515328
-5 3.2 0 -0.00466064
-5 3.3 0 -0.00420172
-5 3.4 0 -0.0037762
-5 3.5 0 -0.00338317
-5 3.6 0 -0.00302162
-5 3.7 0 -0.00269026
-5 3.8 0 -0.00238791
-5 3.9 0 -0.00211286
-5 4 0 -0.0018639
-5 4.1 0 -0.00374636
-5 4.2 0 -0.0044403
-5 4.3 0 -0.00496619
-5 4.4 0 -0.00503435
-5 4.5 0 -0.00503427
-5 4.6 0 -0.00492393
-5 4.7 0 -0.00471839
-5 4.8 0 -0.00432133
-5 4.9 0 -0.00405555
-5 5 0 -0.00373027
-4.9 -5 0 -0.00405559
-4.9 -4.9 0 -0.00438557
-4.9 -4.8 0 -0.00464785
-4.9 -4.7 0 -0.00505843
-4.9 -4.6 0 -0.00525337
-4.9 -4.5 0 -0.0053458
-4.9 -4.4 0 -0.00531991
-4.9 -4.3 0 -0.00522054
-4.9 -4.2 0 -0.00462837
-4.9 -4.1 0 -0.0038596
-4.9 -4 0 -0.00107912
-4.9 -3.9 0 -0.00123763
-4.9 -3.8 0 -0.00141462
-4.9 -3.7 0 -0.00161139
-4.9 -3.6 0 -0.00182913
-4.9 -3.5 0 -0.00206932
-4.9 -3.4 0 -0.00233268
-4.9 -3.3 0 -0.00262071
-4.9 -3.2 0 -0.0029338
-4.9 -3.1 0 -0.00327291
-4.9 -3 0 -0.00363842
-4.9 -2.9 0 -0.00403046
-4.9 -2.8 0 -0.00444925
-4.9 -2.7 0 -0.00489445
-4.9 -2.6 0 -0.00536539
-4.9 -2.5 0 -0.005861
-4.9 -2.4 0 -0.00637974
-4.9 -2.3 0 -0.00692044
-4.9 -2.2 0 -0.00748058
-4.9 -2.1 0 -0.00805786
-4.9 -2 0 -0.00864956
-4.9 -1.9 0 -0.00925258
-4.9 -1.8 0 -0.00986272
-4.9 -1.7 0 -0.0104768
-4.9 -1.6 0 -0.0110907
-4.9 -1.5 0 -0.0116998
-4.9 -1.4 0 -0.0122995
-4.9 -1.3 0 -0.0128856
-4.9 -1.2 0 -0.0134526
-4.9 -1.1 0 -0.0139961
-4.9 -1 0 -0.0145114
-4.9 -0.9 0 -0.0149941
-4.9 -0.8 0 -0.0154392
-4.9 -0.7 0 -0.0158426
-4.9 -0.6 0 -0.0162012
-4.9 -0.5 0 -0.0165102
-4.9 -0.4 0 -0.0167674
-4.9 -0.3 0 -0.0169711
-4.9 -0.2 0 -0.0171173
-4.9 -0.1 0 -0.017206
-4.9 -0 0 -0.0172352
-4.9 0.1 0 -0.0172059
-4.9 0.2 0 -0.0171173
-4.9 0.3 0 -0.0169708
-4.9 0.4 0 -0.0167676
-4.9 0.5 0 -0.0165105
