0.00778323 0.0102965 0.0133988 0.0161106 0.0201233 0.0247983 0.0302013 0.0362369 0.0440911 0.0528144 0.0649975 0.0724432 0.0805203 0.089253 0.0986617 0.108764 0.119571 0.131092 0.14333 0.15628 0.169933 0.184273 0.199275 0.214907 0.231131 0.247898 0.265153 0.282831 0.30086 0.319161 0.337647 0.356224 0.374793 0.393248 0.411481 0.429378 0.446825 0.463704 0.479903 0.495304 0.509798 0.523277 0.535638 0.546788 0.556639 0.565112 0.572142 0.577669 0.581649 0.584051 0.584854 0.584052 0.581649 0.577669 0.572142 0.565113 0.556638 0.546788 0.535639 0.523276 0.509798 0.495304 0.479903 0.463705 0.446824 0.429378 0.411481 0.393249 0.374793 0.356224 0.337647 0.319161 0.30086 0.282831 0.265153 0.247898 0.231131 0.214908 0.199275 0.184273 0.169933 0.15628 0.14333 0.131092 0.119571 0.108763 0.0986617 0.089253 0.0805203 0.072443 0.0649975 0.0528144 0.0440911 0.036237 0.0302014 0.0247983 0.0201233 0.0161107 0.0133988 0.0102965 0.00778324 
0.0102965 0.0134413 0.0172858 0.0206705 0.025602 0.0313147 0.0378824 0.0451977 0.0546265 0.0650639 0.0813967 0.0906903 0.100769 0.111662 0.123394 0.135987 0.149456 0.16381 0.179051 0.195177 0.212174 0.23002 0.248686 0.268132 0.28831 0.309158 0.330607 0.352579 0.374983 0.39772 0.420684 0.443757 0.466815 0.489729 0.512364 0.534579 0.556233 0.57718 0.597279 0.616388 0.63437 0.651089 0.666423 0.680253 0.692471 0.702979 0.711696 0.71855 0.723485 0.726464 0.72746 0.726464 0.723486 0.71855 0.711696 0.702979 0.69247 0.680252 0.666423 0.651089 0.634369 0.616388 0.597279 0.57718 0.556232 0.534579 0.512364 0.489729 0.466815 0.443756 0.420684 0.397721 0.374983 0.352579 0.330607 0.309157 0.288309 0.268133 0.248686 0.23002 0.212173 0.195177 0.179051 0.163809 0.149456 0.135987 0.123394 0.111662 0.100769 0.0906902 0.0813967 0.065064 0.0546265 0.0451976 0.0378823 0.0313147 0.025602 0.0206705 0.0172858 0.0134413 0.0102965 
0.0133989 0.0172857 0.0219963 0.0261739 0.0321733 0.0390874 0.0469994 0.0557897 0.0670196 0.0794153 0.100525 0.111965 0.124367 0.137767 0.152195 0.167676 0.184229 0.201865 0.220587 0.240389 0.261255 0.283159 0.306064 0.329919 0.354667 0.380231 0.406528 0.433458 0.460914 0.488774 0.516905 0.545164 0.573404 0.601461 0.629171 0.656365 0.682869 0.708505 0.733101 0.756482 0.778481 0.798936 0.817693 0.834609 0.849553 0.862405 0.873066 0.881449 0.887486 0.891127 0.892346 0.891128 0.887485 0.881449 0.873066 0.862404 0.849552 0.834608 0.817693 0.798936 0.778481 0.756482 0.7331 0.708505 0.682869 0.656365 0.629172 0.601461 0.573403 0.545165 0.516904 0.488774 0.460914 0.433458 0.406527 0.380231 0.354666 0.32992 0.306063 0.283159 0.261255 0.240389 0.220587 0.201865 0.184229 0.167676 0.152195 0.137767 0.124367 0.111965 0.100525 0.0794154 0.0670196 0.0557897 0.0469994 0.0390874 0.0321734 0.026174 0.0219963 0.0172858 0.0133988 
0.0161107 0.0206705 0.026174 0.031073 0.0380631 0.0461015 0.0552818 0.0654733 0.0784481 0.092758 0.118015 0.131425 0.14596 0.161661 0.178565 0.1967 0.216089 0.236742 0.258665 0.28185 0.306277 0.331917 0.358724 0.386642 0.415599 0.44551 0.476275 0.507779 0.539893 0.572477 0.605375 0.638424 0.671443 0.704249 0.736649 0.768439 0.799422 0.82939 0.858139 0.885468 0.91118 0.935086 0.957007 0.976777 0.99424 1.00926 1.02172 1.03151 1.03857 1.04282 1.04425 1.04282 1.03857 1.03151 1.02172 1.00926 0.99424 0.976777 0.957007 0.935086 0.91118 0.885468 0.858139 0.829389 0.799422 0.76844 0.736647 0.704249 0.671443 0.638424 0.605376 0.572477 0.539893 0.507778 0.476274 0.44551 0.415599 0.386642 0.358724 0.331916 0.306277 0.28185 0.258665 0.236742 0.216089 0.196701 0.178565 0.161661 0.145959 0.131425 0.118016 0.0927579 0.0784482 0.0654732 0.0552818 0.0461015 0.0380631 0.031073 0.026174 0.0206705 0.0161107 
0.0201233 0.025602 0.0321733 0.0380631 0.0463715 0.055892 0.0667297 0.0787424 0.0939326 0.113126 0.142091 0.158211 0.175682 0.194553 0.214865 0.236654 0.259945 0.284754 0.311083 0.338924 0.368254 0.399036 0.431216 0.464726 0.49948 0.535375 0.572291 0.61009 0.648619 0.687708 0.727171 0.76681 0.806412 0.845755 0.884608 0.92273 0.959879 0.995811 1.03028 1.06304 1.09387 1.12253 1.1488 1.1725 1.19343 1.21144 1.22637 1.23811 1.24657 1.25167 1.25337 1.25167 1.24657 1.23811 1.22637 1.21144 1.19343 1.1725 1.1488 1.12253 1.09387 1.06304 1.03028 0.995811 0.959879 0.92273 0.884607 0.845755 0.806412 0.76681 0.727171 0.687708 0.648619 0.61009 0.57229 0.535374 0.49948 0.464726 0.431216 0.399036 0.368254 0.338924 0.311083 0.284754 0.259945 0.236654 0.214865 0.194552 0.175682 0.158211 0.142091 0.113126 0.0939326 0.0787425 0.0667297 0.0558921 0.0463716 0.0380631 0.0321733 0.0256021 0.0201233 
0.0247983 0.0313146 0.0390874 0.0461015 0.055892 0.0670765 0.0797725 0.0938274 0.11285 0.136247 0.169371 0.188562 0.209358 0.231818 0.255991 0.281919 0.309631 0.339144 0.370464 0.403579 0.438461 0.475067 0.513332 0.553175 0.594493 0.637164 0.681045 0.725973 0.771765 0.81822 0.865116 0.912219 0.959275 1.00602 1.05218 1.09747 1.1416 1.18428 1.22523 1.26415 1.30076 1.3348 1.36601 1.39415 1.41901 1.4404 1.45813 1.47207 1.48212 1.48817 1.4902 1.48817 1.48212 1.47207 1.45813 1.4404 1.41901 1.39415 1.36601 1.3348 1.30076 1.26415 1.22523 1.18429 1.1416 1.09747 1.05218 1.00602 0.959274 0.912219 0.865116 0.81822 0.771765 0.725973 0.681045 0.637164 0.594493 0.553174 0.513332 0.475066 0.438462 0.403579 0.370464 0.339144 0.30963 0.281919 0.255991 0.231818 0.209358 0.188562 0.169371 0.136247 0.11285 0.0938274 0.0797725 0.0670765 0.0558921 0.0461015 0.0390874 0.0313147 0.0247983 
0.0302014 0.0378825 0.0469995 0.0552818 0.0667298 0.0797725 0.0945416 0.110875 0.135364 0.162285 0.200049 0.222692 0.247226 0.27372 0.302233 0.332811 0.365491 0.400292 0.43722 0.476261 0.517381 0.56053 0.605631 0.652589 0.701282 0.751565 0.80327 0.856206 0.910157 0.964884 1.02013 1.07561 1.13104 1.1861 1.24047 1.29381 1.34578 1.39605 1.44426 1.49009 1.5332 1.57328 1.61003 1.64317 1.67244 1.69762 1.7185 1.73491 1.74674 1.75387 1.75625 1.75387 1.74674 1.73491 1.7185 1.69762 1.67244 1.64317 1.61003 1.57328 1.5332 1.49009 1.44426 1.39605 1.34578 1.29381 1.24047 1.1861 1.13104 1.07561 1.02013 0.964885 0.910157 0.856206 0.80327 0.751565 0.701281 0.652588 0.605631 0.56053 0.517381 0.47626 0.43722 0.400292 0.365491 0.332811 0.302233 0.27372 0.247226 0.222692 0.20005 0.162285 0.135364 0.110875 0.0945416 0.0797723 0.0667298 0.0552817 0.0469994 0.0378824 0.0302013 
0.0362369 0.0451976 0.0557897 0.0654732 0.0787424 0.0938274 0.110875 0.132426 0.160437 0.191282 0.234183 0.260677 0.289382 0.320379 0.353736 0.389509 0.427738 0.468447 0.511642 0.557306 0.605402 0.655867 0.708615 0.763531 0.820475 0.879277 0.939741 1.00164 1.06473 1.12872 1.19331 1.25819 1.32299 1.38736 1.45093 1.51329 1.57405 1.63281 1.68918 1.74276 1.79316 1.84001 1.88297 1.92171 1.95593 1.98536 2.00976 2.02895 2.04278 2.05111 2.0539 2.05111 2.04277 2.02895 2.00976 1.98536 1.95593 1.92171 1.88297 1.84001 1.79316 1.74276 1.68918 1.63281 1.57405 1.51329 1.45093 1.38736 1.32299 1.25819 1.19331 1.12872 1.06473 1.00164 0.939741 0.879277 0.820475 0.763531 0.708615 0.655867 0.605402 0.557306 0.511641 0.468447 0.427738 0.389509 0.353736 0.320379 0.289382 0.260677 0.234183 0.191282 0.160437 0.132426 0.110875 0.0938276 0.0787424 0.0654732 0.0557897 0.0451976 0.0362369 
0.0440911 0.0546265 0.0670197 0.0784482 0.0939325 0.11285 0.135364 0.160437 0.192635 0.228142 0.276926 0.308254 0.342198 0.378851 0.418295 0.460594 0.505798 0.553935 0.605009 0.659003 0.715873 0.775543 0.837912 0.902844 0.970173 1.0397 1.11119 1.18438 1.25897 1.33463 1.411 1.4877 1.56432 1.64043 1.71558 1.7893 1.86114 1.93062 1.99726 2.0606 2.12019 2.17558 2.22637 2.27217 2.31262 2.34742 2.37627 2.39896 2.4153 2.42516 2.42845 2.42516 2.4153 2.39896 2.37627 2.34742 2.31262 2.27217 2.22637 2.17558 2.12019 2.0606 1.99726 1.93062 1.86114 1.7893 1.71558 1.64043 1.56432 1.4877 1.411 1.33463 1.25897 1.18438 1.11119 1.0397 0.970173 0.902844 0.837911 0.775543 0.715872 0.659003 0.605008 0.553934 0.505798 0.460594 0.418295 0.378851 0.342198 0.308254 0.276926 0.228142 0.192635 0.160437 0.135364 0.11285 0.0939326 0.0784482 0.0670197 0.0546264 0.0440911 
0.0528144 0.065064 0.0794153 0.0927579 0.113126 0.136247 0.162285 0.191282 0.228142 0.268816 0.324098 0.360771 0.400507 0.443414 0.48959 0.539109 0.592029 0.648382 0.708177 0.771389 0.837968 0.907828 0.980847 1.05687 1.1357 1.2171 1.3008 1.38649 1.47381 1.5624 1.65182 1.74162 1.83133 1.92044 2.00842 2.09475 2.17886 2.26021 2.33823 2.41239 2.48216 2.54701 2.60648 2.66011 2.70747 2.74821 2.78199 2.80856 2.82769 2.83923 2.84309 2.83923 2.82769 2.80856 2.78199 2.74821 2.70747 2.66011 2.60648 2.54702 2.48216 2.41239 2.33823 2.2602 2.17886 2.09475 2.00842 1.92044 1.83133 1.74162 1.65182 1.5624 1.47381 1.38648 1.3008 1.2171 1.1357 1.05687 0.980847 0.907828 0.837968 0.771389 0.708176 0.648382 0.592029 0.539109 0.48959 0.443415 0.400507 0.360771 0.324098 0.268816 0.228142 0.191282 0.162285 0.136247 0.113126 0.092758 0.0794154 0.0650639 0.0528144 
